"No.","Time","Source","Destination","Protocol","Length","Info","HID Data"
"12789","48.808989","3.1.1","host","USB","35","URB_INTERRUPT in","0000af4d9b430000"
"12791","48.813014","3.1.1","host","USB","35","URB_INTERRUPT in","00009b4d76430000"
"12793","48.816954","3.1.1","host","USB","35","URB_INTERRUPT in","00009b4d52430000"
"12795","48.819910","3.1.1","host","USB","35","URB_INTERRUPT in","0000884d52430000"
"12797","48.820894","3.1.1","host","USB","35","URB_INTERRUPT in","0000884d2e430000"
"12799","48.824915","3.1.1","host","USB","35","URB_INTERRUPT in","0000884de5420000"
"12801","48.825958","3.1.1","host","USB","35","URB_INTERRUPT in","0000614de5420000"
"12803","48.827936","3.1.1","host","USB","35","URB_INTERRUPT in","0000614dc1420000"
"12805","48.830921","3.1.1","host","USB","35","URB_INTERRUPT in","0000614d9d420000"
"12807","48.831926","3.1.1","host","USB","35","URB_INTERRUPT in","00004d4d9d420000"
"12809","48.834957","3.1.1","host","USB","35","URB_INTERRUPT in","00004d4d79420000"
"12811","48.837905","3.1.1","host","USB","35","URB_INTERRUPT in","00003a4d54420000"
"12813","48.841951","3.1.1","host","USB","35","URB_INTERRUPT in","00003a4d30420000"
"12815","48.842909","3.1.1","host","USB","35","URB_INTERRUPT in","0000274d30420000"
"12817","48.845918","3.1.1","host","USB","35","URB_INTERRUPT in","0000274de8410000"
"12819","48.848926","3.1.1","host","USB","35","URB_INTERRUPT in","0000134dc3410000"
"12821","48.852951","3.1.1","host","USB","35","URB_INTERRUPT in","0000134d9f410000"
"12823","48.853895","3.1.1","host","USB","35","URB_INTERRUPT in","0000ec4c9f410000"
"12825","48.856924","3.1.1","host","USB","35","URB_INTERRUPT in","0000ec4c7b410000"
"12827","48.860178","3.1.1","host","USB","35","URB_INTERRUPT in","0000d94c7b410000"
"12829","48.860949","3.1.1","host","USB","35","URB_INTERRUPT in","0000d94c57410000"
"12831","48.864959","3.1.1","host","USB","35","URB_INTERRUPT in","0000c54c32410000"
"12833","48.869931","3.1.1","host","USB","35","URB_INTERRUPT in","0000b24c0e410000"
"12835","48.873913","3.1.1","host","USB","35","URB_INTERRUPT in","0000b24cea400000"
"12837","48.874901","3.1.1","host","USB","35","URB_INTERRUPT in","00009e4cea400000"
"12839","48.877954","3.1.1","host","USB","35","URB_INTERRUPT in","00009e4cc6400000"
"12841","48.880916","3.1.1","host","USB","35","URB_INTERRUPT in","00008b4cc6400000"
"12843","48.881900","3.1.1","host","USB","35","URB_INTERRUPT in","00008b4c7d400000"
"12845","48.885951","3.1.1","host","USB","35","URB_INTERRUPT in","0000774c7d400000"
"12847","48.886928","3.1.1","host","USB","35","URB_INTERRUPT in","0000774c59400000"
"12849","48.890922","3.1.1","host","USB","35","URB_INTERRUPT in","0000774c35400000"
"12851","48.892958","3.1.1","host","USB","35","URB_INTERRUPT in","0000644c35400000"
"12853","48.894901","3.1.1","host","USB","35","URB_INTERRUPT in","0000644c10400000"
"12855","48.897939","3.1.1","host","USB","35","URB_INTERRUPT in","0000504cc83f0000"
"12857","48.901923","3.1.1","host","USB","35","URB_INTERRUPT in","0000504ca43f0000"
"12859","48.907819","3.1.1","host","USB","35","URB_INTERRUPT in","00003d4ca43f0000"
"12861","48.910607","3.1.1","host","USB","35","URB_INTERRUPT in","00003d4c803f0000"
"12863","48.915995","3.1.1","host","USB","35","URB_INTERRUPT in","0000294c803f0000"
"12865","48.920502","3.1.1","host","USB","35","URB_INTERRUPT in","0000294c5c3f0000"
"12867","48.920556","3.1.1","host","USB","35","URB_INTERRUPT in","0000164c5c3f0000"
"12869","48.920575","3.1.1","host","USB","35","URB_INTERRUPT in","0000164c373f0000"
"12871","48.922938","3.1.1","host","USB","35","URB_INTERRUPT in","0000164c133f0000"
"12873","48.924918","3.1.1","host","USB","35","URB_INTERRUPT in","0000024c133f0000"
"12875","48.931901","3.1.1","host","USB","35","URB_INTERRUPT in","0000024cef3e0000"
"12877","48.940931","3.1.1","host","USB","35","URB_INTERRUPT in","0000024ccb3e0000"
"12879","48.941900","3.1.1","host","USB","35","URB_INTERRUPT in","0000dc4bcb3e0000"
"12881","48.944950","3.1.1","host","USB","35","URB_INTERRUPT in","0000dc4ba63e0000"
"12883","48.949934","3.1.1","host","USB","35","URB_INTERRUPT in","0000c84ba63e0000"
"12885","48.954938","3.1.1","host","USB","35","URB_INTERRUPT in","0000c84b823e0000"
"12887","48.964940","3.1.1","host","USB","35","URB_INTERRUPT in","0000c84b5e3e0000"
"12889","48.972972","3.1.1","host","USB","35","URB_INTERRUPT in","0000b54b5e3e0000"
"12891","48.995099","3.1.1","host","USB","35","URB_INTERRUPT in","0000a14b5e3e0000"
"12893","49.026095","3.1.1","host","USB","35","URB_INTERRUPT in","0000a14b5e3e0000"
"12895","49.037006","3.1.1","host","USB","35","URB_INTERRUPT in","0000a14b3a3e0000"
"12897","49.044960","3.1.1","host","USB","35","URB_INTERRUPT in","00008e4b3a3e0000"
"12899","49.178284","3.1.1","host","USB","35","URB_INTERRUPT in","0000a14b3a3e0000"
"12901","49.235125","3.1.1","host","USB","35","URB_INTERRUPT in","0000a14b3a3e0000"
"12903","49.250001","3.1.1","host","USB","35","URB_INTERRUPT in","0000b54b3a3e0000"
"12905","49.271067","3.1.1","host","USB","35","URB_INTERRUPT in","0000c84b3a3e0000"
"12907","49.302066","3.1.1","host","USB","35","URB_INTERRUPT in","0000c84b3a3e0000"
"12911","49.421322","3.1.1","host","USB","35","URB_INTERRUPT in","0000c84b3a3e0000"
"12913","49.480086","3.1.1","host","USB","35","URB_INTERRUPT in","0000c84b3a3e0000"
"12915","49.486135","3.1.1","host","USB","35","URB_INTERRUPT in","0000dc4b3a3e0000"
"12917","49.498038","3.1.1","host","USB","35","URB_INTERRUPT in","0000ef4b3a3e0000"
"12919","49.500969","3.1.1","host","USB","35","URB_INTERRUPT in","0000ef4b5e3e0000"
"12921","49.505950","3.1.1","host","USB","35","URB_INTERRUPT in","0000024c5e3e0000"
"12923","49.510936","3.1.1","host","USB","35","URB_INTERRUPT in","0000164c5e3e0000"
"12925","49.516909","3.1.1","host","USB","35","URB_INTERRUPT in","0000294c5e3e0000"
"12927","49.521942","3.1.1","host","USB","35","URB_INTERRUPT in","00003d4c823e0000"
"12929","49.526914","3.1.1","host","USB","35","URB_INTERRUPT in","0000504c823e0000"
"12931","49.531952","3.1.1","host","USB","35","URB_INTERRUPT in","0000644c823e0000"
"12933","49.533915","3.1.1","host","USB","35","URB_INTERRUPT in","0000644ca63e0000"
"12935","49.537930","3.1.1","host","USB","35","URB_INTERRUPT in","0000774ca63e0000"
"12937","49.543906","3.1.1","host","USB","35","URB_INTERRUPT in","00008b4ca63e0000"
"12939","49.553911","3.1.1","host","USB","35","URB_INTERRUPT in","00009e4ca63e0000"
"12941","49.559914","3.1.1","host","USB","35","URB_INTERRUPT in","0000b24ca63e0000"
"12943","49.573939","3.1.1","host","USB","35","URB_INTERRUPT in","0000c54ca63e0000"
"12945","49.583926","3.1.1","host","USB","35","URB_INTERRUPT in","0000d94ca63e0000"
"12947","49.603991","3.1.1","host","USB","35","URB_INTERRUPT in","0000ec4ca63e0000"
"12949","49.643996","3.1.1","host","USB","35","URB_INTERRUPT in","0000004da63e0000"
"12951","49.680002","3.1.1","host","USB","35","URB_INTERRUPT in","0000004da63e0000"
"12953","49.694056","3.1.1","host","USB","35","URB_INTERRUPT in","0000134da63e0000"
"12955","49.709009","3.1.1","host","USB","35","URB_INTERRUPT in","0000274da63e0000"
"12957","49.852309","3.1.1","host","USB","35","URB_INTERRUPT in","00003a4da63e0000"
"12959","49.887007","3.1.1","host","USB","35","URB_INTERRUPT in","00003a4da63e0000"
"12961","49.920089","3.1.1","host","USB","35","URB_INTERRUPT in","00004d4da63e0000"
"12963","49.945102","3.1.1","host","USB","35","URB_INTERRUPT in","0000614da63e0000"
"12967","50.101461","3.1.1","host","USB","35","URB_INTERRUPT in","0000614da63e0000"
"12969","50.168068","3.1.1","host","USB","35","URB_INTERRUPT in","0000614da63e0000"
"12971","50.176992","3.1.1","host","USB","35","URB_INTERRUPT in","0000744da63e0000"
"12973","50.183080","3.1.1","host","USB","35","URB_INTERRUPT in","0000884da63e0000"
"12975","50.190006","3.1.1","host","USB","35","URB_INTERRUPT in","00009b4da63e0000"
"12977","50.197961","3.1.1","host","USB","35","URB_INTERRUPT in","0000af4da63e0000"
"12979","50.199939","3.1.1","host","USB","35","URB_INTERRUPT in","0000af4d823e0000"
"12981","50.203950","3.1.1","host","USB","35","URB_INTERRUPT in","0000c24d823e0000"
"12983","50.208930","3.1.1","host","USB","35","URB_INTERRUPT in","0000d64d823e0000"
"12985","50.214927","3.1.1","host","USB","35","URB_INTERRUPT in","0000d64d5e3e0000"
"12987","50.215947","3.1.1","host","USB","35","URB_INTERRUPT in","0000e94d5e3e0000"
"12989","50.220912","3.1.1","host","USB","35","URB_INTERRUPT in","0000e94d3a3e0000"
"12991","50.221928","3.1.1","host","USB","35","URB_INTERRUPT in","0000104e3a3e0000"
"12993","50.227903","3.1.1","host","USB","35","URB_INTERRUPT in","0000244e3a3e0000"
"12995","50.228916","3.1.1","host","USB","35","URB_INTERRUPT in","0000244e153e0000"
"12997","50.232981","3.1.1","host","USB","35","URB_INTERRUPT in","0000244ecd3d0000"
"12999","50.234497","3.1.1","host","USB","35","URB_INTERRUPT in","0000374ecd3d0000"
"13001","50.239957","3.1.1","host","USB","35","URB_INTERRUPT in","00004b4ea93d0000"
"13003","50.242935","3.1.1","host","USB","35","URB_INTERRUPT in","00004b4e843d0000"
"13005","50.245928","3.1.1","host","USB","35","URB_INTERRUPT in","00005e4e843d0000"
"13007","50.247901","3.1.1","host","USB","35","URB_INTERRUPT in","00005e4e603d0000"
"13009","50.252914","3.1.1","host","USB","35","URB_INTERRUPT in","0000714e3c3d0000"
"13011","50.256957","3.1.1","host","USB","35","URB_INTERRUPT in","0000714e183d0000"
"13013","50.260905","3.1.1","host","USB","35","URB_INTERRUPT in","0000854ef33c0000"
"13015","50.264962","3.1.1","host","USB","35","URB_INTERRUPT in","0000854ecf3c0000"
"13017","50.266916","3.1.1","host","USB","35","URB_INTERRUPT in","0000984ecf3c0000"
"13019","50.269959","3.1.1","host","USB","35","URB_INTERRUPT in","0000984eab3c0000"
"13021","50.273925","3.1.1","host","USB","35","URB_INTERRUPT in","0000ac4eab3c0000"
"13023","50.274936","3.1.1","host","USB","35","URB_INTERRUPT in","0000ac4e873c0000"
"13025","50.278912","3.1.1","host","USB","35","URB_INTERRUPT in","0000d34e873c0000"
"13027","50.284572","3.1.1","host","USB","35","URB_INTERRUPT in","0000d34e623c0000"
"13029","50.287929","3.1.1","host","USB","35","URB_INTERRUPT in","0000e64e1a3c0000"
"13031","50.296215","3.1.1","host","USB","35","URB_INTERRUPT in","0000e64ef63b0000"
"13033","50.296624","3.1.1","host","USB","35","URB_INTERRUPT in","0000fa4ef63b0000"
"13035","50.298906","3.1.1","host","USB","35","URB_INTERRUPT in","0000fa4ed13b0000"
"13037","50.304971","3.1.1","host","USB","35","URB_INTERRUPT in","00000d4fad3b0000"
"13039","50.318056","3.1.1","host","USB","35","URB_INTERRUPT in","00000d4f893b0000"
"13041","50.318100","3.1.1","host","USB","35","URB_INTERRUPT in","0000214f893b0000"
"13043","50.322433","3.1.1","host","USB","35","URB_INTERRUPT in","0000214f653b0000"
"13045","50.322493","3.1.1","host","USB","35","URB_INTERRUPT in","0000344f653b0000"
"13047","50.322516","3.1.1","host","USB","35","URB_INTERRUPT in","0000344f403b0000"
"13049","50.324925","3.1.1","host","USB","35","URB_INTERRUPT in","0000344f1c3b0000"
"13051","50.325905","3.1.1","host","USB","35","URB_INTERRUPT in","0000484f1c3b0000"
"13053","50.331950","3.1.1","host","USB","35","URB_INTERRUPT in","00005b4f1c3b0000"
"13055","50.332910","3.1.1","host","USB","35","URB_INTERRUPT in","00005b4ff83a0000"
"13057","50.337908","3.1.1","host","USB","35","URB_INTERRUPT in","0000824fd43a0000"
"13059","50.344905","3.1.1","host","USB","35","URB_INTERRUPT in","0000964fd43a0000"
"13061","50.346902","3.1.1","host","USB","35","URB_INTERRUPT in","0000964faf3a0000"
"13063","50.348914","3.1.1","host","USB","35","URB_INTERRUPT in","0000a94faf3a0000"
"13065","50.354922","3.1.1","host","USB","35","URB_INTERRUPT in","0000a94f8b3a0000"
"13067","50.359904","3.1.1","host","USB","35","URB_INTERRUPT in","0000bc4f8b3a0000"
"13069","50.363911","3.1.1","host","USB","35","URB_INTERRUPT in","0000d04f8b3a0000"
"13071","50.372938","3.1.1","host","USB","35","URB_INTERRUPT in","0000d04f673a0000"
"13073","50.376904","3.1.1","host","USB","35","URB_INTERRUPT in","0000e34f673a0000"
"13075","50.387959","3.1.1","host","USB","35","URB_INTERRUPT in","0000f74f673a0000"
"13077","50.395990","3.1.1","host","USB","35","URB_INTERRUPT in","0000f74f433a0000"
"13079","50.397928","3.1.1","host","USB","35","URB_INTERRUPT in","00000a50433a0000"
"13081","50.404968","3.1.1","host","USB","35","URB_INTERRUPT in","00001e50433a0000"
"13083","50.411941","3.1.1","host","USB","35","URB_INTERRUPT in","00001e501e3a0000"
"13085","50.414958","3.1.1","host","USB","35","URB_INTERRUPT in","000031501e3a0000"
"13087","50.422923","3.1.1","host","USB","35","URB_INTERRUPT in","000045501e3a0000"
"13089","50.433006","3.1.1","host","USB","35","URB_INTERRUPT in","000058501e3a0000"
"13091","50.440933","3.1.1","host","USB","35","URB_INTERRUPT in","00006c501e3a0000"
"13093","50.449983","3.1.1","host","USB","35","URB_INTERRUPT in","00007f50fa390000"
"13095","50.454956","3.1.1","host","USB","35","URB_INTERRUPT in","00009350fa390000"
"13097","50.466976","3.1.1","host","USB","35","URB_INTERRUPT in","0000a650fa390000"
"13099","50.472979","3.1.1","host","USB","35","URB_INTERRUPT in","0000a650d6390000"
"13101","50.485937","3.1.1","host","USB","35","URB_INTERRUPT in","0000ba50d6390000"
"13103","50.501941","3.1.1","host","USB","35","URB_INTERRUPT in","0000cd50d6390000"
"13105","50.519983","3.1.1","host","USB","35","URB_INTERRUPT in","0000e150d6390000"
"13107","50.529159","3.1.1","host","USB","35","URB_INTERRUPT in","0000f450d6390000"
"13109","50.538994","3.1.1","host","USB","35","URB_INTERRUPT in","00000751d6390000"
"13111","50.544997","3.1.1","host","USB","35","URB_INTERRUPT in","00001b51d6390000"
"13113","50.553956","3.1.1","host","USB","35","URB_INTERRUPT in","00002e51d6390000"
"13115","50.559977","3.1.1","host","USB","35","URB_INTERRUPT in","00004251d6390000"
"13117","50.568009","3.1.1","host","USB","35","URB_INTERRUPT in","00005551d6390000"
"13119","50.572964","3.1.1","host","USB","35","URB_INTERRUPT in","00006951d6390000"
"13121","50.584983","3.1.1","host","USB","35","URB_INTERRUPT in","00007c51d6390000"
"13123","50.591959","3.1.1","host","USB","35","URB_INTERRUPT in","00009051d6390000"
"13125","50.609945","3.1.1","host","USB","35","URB_INTERRUPT in","0000a351d6390000"
"13127","50.618012","3.1.1","host","USB","35","URB_INTERRUPT in","0000a351b2390000"
"13129","50.626912","3.1.1","host","USB","35","URB_INTERRUPT in","0000b751b2390000"
"13131","50.634239","3.1.1","host","USB","35","URB_INTERRUPT in","0000b7518e390000"
"13133","50.639949","3.1.1","host","USB","35","URB_INTERRUPT in","0000ca518e390000"
"13135","50.645947","3.1.1","host","USB","35","URB_INTERRUPT in","0000de518e390000"
"13137","50.655940","3.1.1","host","USB","35","URB_INTERRUPT in","0000f15169390000"
"13139","50.662965","3.1.1","host","USB","35","URB_INTERRUPT in","0000055269390000"
"13141","50.667985","3.1.1","host","USB","35","URB_INTERRUPT in","0000055245390000"
"13143","50.676978","3.1.1","host","USB","35","URB_INTERRUPT in","0000185245390000"
"13145","50.683965","3.1.1","host","USB","35","URB_INTERRUPT in","00002c5245390000"
"13147","50.696990","3.1.1","host","USB","35","URB_INTERRUPT in","00002c5221390000"
"13149","50.702004","3.1.1","host","USB","35","URB_INTERRUPT in","00003f5221390000"
"13151","50.714003","3.1.1","host","USB","35","URB_INTERRUPT in","0000525221390000"
"13153","50.714969","3.1.1","host","USB","35","URB_INTERRUPT in","00005252d8380000"
"13155","50.728990","3.1.1","host","USB","35","URB_INTERRUPT in","00006652d8380000"
"13157","50.731964","3.1.1","host","USB","35","URB_INTERRUPT in","00006652b4380000"
"13159","50.737017","3.1.1","host","USB","35","URB_INTERRUPT in","00007952b4380000"
"13161","50.741993","3.1.1","host","USB","35","URB_INTERRUPT in","0000795290380000"
"13163","50.757022","3.1.1","host","USB","35","URB_INTERRUPT in","00008d5290380000"
"13165","50.760950","3.1.1","host","USB","35","URB_INTERRUPT in","00008d526c380000"
"13167","50.768997","3.1.1","host","USB","35","URB_INTERRUPT in","0000a0526c380000"
"13169","50.863223","3.1.1","host","USB","35","URB_INTERRUPT in","0000a05247380000"
"13173","50.991526","3.1.1","host","USB","35","URB_INTERRUPT in","0000a05247380000"
"13175","50.994969","3.1.1","host","USB","35","URB_INTERRUPT in","0000a05247380000"
"13177","51.009040","3.1.1","host","USB","35","URB_INTERRUPT in","0000a05247380000"
"13179","51.028066","3.1.1","host","USB","35","URB_INTERRUPT in","00008d5247380000"
"13181","51.042167","3.1.1","host","USB","35","URB_INTERRUPT in","00008d5223380000"
"13183","51.046259","3.1.1","host","USB","35","URB_INTERRUPT in","0000795223380000"
"13185","51.062938","3.1.1","host","USB","35","URB_INTERRUPT in","0000665223380000"
"13187","51.066969","3.1.1","host","USB","35","URB_INTERRUPT in","0000525223380000"
"13189","51.072997","3.1.1","host","USB","35","URB_INTERRUPT in","00003f5223380000"
"13191","51.077986","3.1.1","host","USB","35","URB_INTERRUPT in","00002c5223380000"
"13193","51.083972","3.1.1","host","USB","35","URB_INTERRUPT in","0000185223380000"
"13195","51.088979","3.1.1","host","USB","35","URB_INTERRUPT in","0000055223380000"
"13197","51.095999","3.1.1","host","USB","35","URB_INTERRUPT in","0000f15123380000"
"13199","51.099980","3.1.1","host","USB","35","URB_INTERRUPT in","0000f151ff370000"
"13201","51.100927","3.1.1","host","USB","35","URB_INTERRUPT in","0000ca51ff370000"
"13203","51.110941","3.1.1","host","USB","35","URB_INTERRUPT in","0000b751ff370000"
"13205","51.116996","3.1.1","host","USB","35","URB_INTERRUPT in","0000a351ff370000"
"13207","51.131001","3.1.1","host","USB","35","URB_INTERRUPT in","00009051ff370000"
"13209","51.137991","3.1.1","host","USB","35","URB_INTERRUPT in","00007c51ff370000"
"13211","51.151009","3.1.1","host","USB","35","URB_INTERRUPT in","00006951ff370000"
"13213","51.157179","3.1.1","host","USB","35","URB_INTERRUPT in","00005551ff370000"
"13215","51.168980","3.1.1","host","USB","35","URB_INTERRUPT in","00004251ff370000"
"13217","51.175004","3.1.1","host","USB","35","URB_INTERRUPT in","00002e51ff370000"
"13219","51.184997","3.1.1","host","USB","35","URB_INTERRUPT in","00001b51ff370000"
"13221","51.193017","3.1.1","host","USB","35","URB_INTERRUPT in","00000751ff370000"
"13223","51.194971","3.1.1","host","USB","35","URB_INTERRUPT in","0000075123380000"
"13225","51.200979","3.1.1","host","USB","35","URB_INTERRUPT in","0000f45023380000"
"13227","51.207992","3.1.1","host","USB","35","URB_INTERRUPT in","0000f45047380000"
"13229","51.209967","3.1.1","host","USB","35","URB_INTERRUPT in","0000e15047380000"
"13231","51.221994","3.1.1","host","USB","35","URB_INTERRUPT in","0000cd5047380000"
"13233","51.228998","3.1.1","host","USB","35","URB_INTERRUPT in","0000ba5047380000"
"13235","51.229958","3.1.1","host","USB","35","URB_INTERRUPT in","0000ba506c380000"
"13237","51.236968","3.1.1","host","USB","35","URB_INTERRUPT in","0000ba5090380000"
"13239","51.239981","3.1.1","host","USB","35","URB_INTERRUPT in","0000a65090380000"
"13241","51.247938","3.1.1","host","USB","35","URB_INTERRUPT in","0000935090380000"
"13243","51.251934","3.1.1","host","USB","35","URB_INTERRUPT in","00009350b4380000"
"13245","51.259988","3.1.1","host","USB","35","URB_INTERRUPT in","00007f50b4380000"
"13247","51.261899","3.1.1","host","USB","35","URB_INTERRUPT in","00007f50d8380000"
"13249","51.268973","3.1.1","host","USB","35","URB_INTERRUPT in","00006c50d8380000"
"13251","51.270915","3.1.1","host","USB","35","URB_INTERRUPT in","00006c50fd380000"
"13253","51.280917","3.1.1","host","USB","35","URB_INTERRUPT in","00005850fd380000"
"13255","51.287010","3.1.1","host","USB","35","URB_INTERRUPT in","0000585021390000"
"13257","51.287983","3.1.1","host","USB","35","URB_INTERRUPT in","0000455021390000"
"13259","51.291987","3.1.1","host","USB","35","URB_INTERRUPT in","0000455069390000"
"13261","51.299995","3.1.1","host","USB","35","URB_INTERRUPT in","0000315069390000"
"13263","51.301960","3.1.1","host","USB","35","URB_INTERRUPT in","000031508e390000"
"13265","51.304969","3.1.1","host","USB","35","URB_INTERRUPT in","00001e508e390000"
"13267","51.306934","3.1.1","host","USB","35","URB_INTERRUPT in","00001e50b2390000"
"13269","51.313978","3.1.1","host","USB","35","URB_INTERRUPT in","00000a50b2390000"
"13271","51.315931","3.1.1","host","USB","35","URB_INTERRUPT in","00000a50d6390000"
"13273","51.320985","3.1.1","host","USB","35","URB_INTERRUPT in","00000a50fa390000"
"13275","51.322004","3.1.1","host","USB","35","URB_INTERRUPT in","0000f74ffa390000"
"13277","51.326996","3.1.1","host","USB","35","URB_INTERRUPT in","0000f74f1e3a0000"
"13279","51.327919","3.1.1","host","USB","35","URB_INTERRUPT in","0000d04f1e3a0000"
"13281","51.334992","3.1.1","host","USB","35","URB_INTERRUPT in","0000bc4f433a0000"
"13283","51.339987","3.1.1","host","USB","35","URB_INTERRUPT in","0000bc4f673a0000"
"13285","51.342978","3.1.1","host","USB","35","URB_INTERRUPT in","0000a94f673a0000"
"13287","51.346964","3.1.1","host","USB","35","URB_INTERRUPT in","0000a94f8b3a0000"
"13289","51.351974","3.1.1","host","USB","35","URB_INTERRUPT in","0000964f8b3a0000"
"13291","51.352931","3.1.1","host","USB","35","URB_INTERRUPT in","0000964fd43a0000"
"13293","51.360614","3.1.1","host","USB","35","URB_INTERRUPT in","0000964ff83a0000"
"13295","51.360890","3.1.1","host","USB","35","URB_INTERRUPT in","0000824ff83a0000"
"13297","51.365966","3.1.1","host","USB","35","URB_INTERRUPT in","0000824f1c3b0000"
"13299","51.372982","3.1.1","host","USB","35","URB_INTERRUPT in","0000824f403b0000"
"13301","51.374937","3.1.1","host","USB","35","URB_INTERRUPT in","00006f4f403b0000"
"13303","51.380951","3.1.1","host","USB","35","URB_INTERRUPT in","00006f4f653b0000"
"13305","51.387017","3.1.1","host","USB","35","URB_INTERRUPT in","00005b4f653b0000"
"13307","51.389965","3.1.1","host","USB","35","URB_INTERRUPT in","00005b4f893b0000"
"13309","51.397990","3.1.1","host","USB","35","URB_INTERRUPT in","00005b4fad3b0000"
"13311","51.403043","3.1.1","host","USB","35","URB_INTERRUPT in","00005b4fd13b0000"
"13313","51.408028","3.1.1","host","USB","35","URB_INTERRUPT in","0000484fd13b0000"
"13315","51.412009","3.1.1","host","USB","35","URB_INTERRUPT in","0000484ff63b0000"
"13317","51.419003","3.1.1","host","USB","35","URB_INTERRUPT in","0000484f1a3c0000"
"13319","51.419972","3.1.1","host","USB","35","URB_INTERRUPT in","0000214f1a3c0000"
"13321","51.427982","3.1.1","host","USB","35","URB_INTERRUPT in","0000214f3e3c0000"
"13323","51.436042","3.1.1","host","USB","35","URB_INTERRUPT in","0000214f623c0000"
"13325","51.441003","3.1.1","host","USB","35","URB_INTERRUPT in","0000214f873c0000"
"13327","51.448020","3.1.1","host","USB","35","URB_INTERRUPT in","0000214fab3c0000"
"13329","51.452953","3.1.1","host","USB","35","URB_INTERRUPT in","0000214fcf3c0000"
"13331","51.456989","3.1.1","host","USB","35","URB_INTERRUPT in","00000d4fcf3c0000"
"13333","51.459997","3.1.1","host","USB","35","URB_INTERRUPT in","00000d4ff33c0000"
"13335","51.465003","3.1.1","host","USB","35","URB_INTERRUPT in","00000d4f183d0000"
"13337","51.469981","3.1.1","host","USB","35","URB_INTERRUPT in","00000d4f3c3d0000"
"13339","51.474998","3.1.1","host","USB","35","URB_INTERRUPT in","00000d4f603d0000"
"13341","51.480965","3.1.1","host","USB","35","URB_INTERRUPT in","00000d4f843d0000"
"13343","51.485981","3.1.1","host","USB","35","URB_INTERRUPT in","00000d4fa93d0000"
"13345","51.493993","3.1.1","host","USB","35","URB_INTERRUPT in","00000d4fcd3d0000"
"13347","51.499959","3.1.1","host","USB","35","URB_INTERRUPT in","00000d4ff13d0000"
"13349","51.505988","3.1.1","host","USB","35","URB_INTERRUPT in","00000d4f153e0000"
"13351","51.514077","3.1.1","host","USB","35","URB_INTERRUPT in","00000d4f3a3e0000"
"13353","51.520980","3.1.1","host","USB","35","URB_INTERRUPT in","00000d4f5e3e0000"
"13355","51.529032","3.1.1","host","USB","35","URB_INTERRUPT in","00000d4f823e0000"
"13357","51.533958","3.1.1","host","USB","35","URB_INTERRUPT in","00000d4fa63e0000"
"13359","51.540972","3.1.1","host","USB","35","URB_INTERRUPT in","00000d4fcb3e0000"
"13361","51.544975","3.1.1","host","USB","35","URB_INTERRUPT in","00000d4fef3e0000"
"13363","51.550983","3.1.1","host","USB","35","URB_INTERRUPT in","00000d4f133f0000"
"13365","51.555988","3.1.1","host","USB","35","URB_INTERRUPT in","00000d4f373f0000"
"13367","51.563515","3.1.1","host","USB","35","URB_INTERRUPT in","00000d4f5c3f0000"
"13369","51.566964","3.1.1","host","USB","35","URB_INTERRUPT in","00000d4f803f0000"
"13371","51.570971","3.1.1","host","USB","35","URB_INTERRUPT in","00000d4fa43f0000"
"13373","51.573982","3.1.1","host","USB","35","URB_INTERRUPT in","0000214fa43f0000"
"13375","51.577024","3.1.1","host","USB","35","URB_INTERRUPT in","0000214fc83f0000"
"13377","51.580970","3.1.1","host","USB","35","URB_INTERRUPT in","0000214fed3f0000"
"13379","51.586014","3.1.1","host","USB","35","URB_INTERRUPT in","0000214f10400000"
"13381","51.590027","3.1.1","host","USB","35","URB_INTERRUPT in","0000214f35400000"
"13383","51.593995","3.1.1","host","USB","35","URB_INTERRUPT in","0000214f59400000"
"13385","51.599002","3.1.1","host","USB","35","URB_INTERRUPT in","0000214f7d400000"
"13387","51.605978","3.1.1","host","USB","35","URB_INTERRUPT in","0000214fa1400000"
"13389","51.612003","3.1.1","host","USB","35","URB_INTERRUPT in","0000214fc6400000"
"13391","51.618004","3.1.1","host","USB","35","URB_INTERRUPT in","0000214fea400000"
"13393","51.626009","3.1.1","host","USB","35","URB_INTERRUPT in","0000214f0e410000"
"13395","51.628995","3.1.1","host","USB","35","URB_INTERRUPT in","0000344f0e410000"
"13397","51.634998","3.1.1","host","USB","35","URB_INTERRUPT in","0000344f32410000"
"13399","51.643996","3.1.1","host","USB","35","URB_INTERRUPT in","0000344f57410000"
"13401","51.653557","3.1.1","host","USB","35","URB_INTERRUPT in","0000344f7b410000"
"13403","51.659005","3.1.1","host","USB","35","URB_INTERRUPT in","0000344f9f410000"
"13405","51.665023","3.1.1","host","USB","35","URB_INTERRUPT in","0000344fc3410000"
"13407","51.672985","3.1.1","host","USB","35","URB_INTERRUPT in","0000344fe8410000"
"13409","51.681000","3.1.1","host","USB","35","URB_INTERRUPT in","0000344f0c420000"
"13411","51.686006","3.1.1","host","USB","35","URB_INTERRUPT in","0000484f0c420000"
"13413","51.690983","3.1.1","host","USB","35","URB_INTERRUPT in","0000484f30420000"
"13415","51.699983","3.1.1","host","USB","35","URB_INTERRUPT in","0000484f54420000"
"13417","51.707970","3.1.1","host","USB","35","URB_INTERRUPT in","00005b4f54420000"
"13419","51.709951","3.1.1","host","USB","35","URB_INTERRUPT in","00005b4f79420000"
